0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
3.00000e+03 2.21246e+01 5.62839e+01 2.98727e-01 4.27549e-02 5.35156e+01 2.69803e+02 2.70000e+02 1.79717e+00
2.99000e+03 2.21252e+01 5.62832e+01 2.98823e-01 4.27532e-02 5.35152e+01 2.69802e+02 2.70000e+02 1.79553e+00
2.98000e+03 2.21259e+01 5.62825e+01 2.98920e-01 4.27516e-02 5.35147e+01 2.69801e+02 2.70000e+02 1.79388e+00
2.97000e+03 2.21265e+01 5.62817e+01 2.99019e-01 4.27500e-02 5.35143e+01 2.69801e+02 2.70000e+02 1.79220e+00
2.96000e+03 2.21271e+01 5.62810e+01 2.99120e-01 4.27483e-02 5.35139e+01 2.69800e+02 2.70000e+02 1.79051e+00
2.95000e+03 2.21277e+01 5.62803e+01 2.99222e-01 4.27466e-02 5.35134e+01 2.69799e+02 2.70000e+02 1.78879e+00
2.94000e+03 2.21284e+01 5.62795e+01 2.99326e-01 4.27449e-02 5.35130e+01 2.69799e+02 2.70000e+02 1.78706e+00
2.93000e+03 2.21290e+01 5.62788e+01 2.99432e-01 4.27432e-02 5.35126e+01 2.69798e+02 2.70000e+02 1.78530e+00
2.92000e+03 2.21297e+01 5.62780e+01 2.99540e-01 4.27415e-02 5.35121e+01 2.69797e+02 2.70000e+02 1.78352e+00
2.91000e+03 2.21303e+01 5.62773e+01 2.99649e-01 4.27397e-02 5.35117e+01 2.69797e+02 2.70000e+02 1.78172e+00
2.90000e+03 2.21310e+01 5.62765e+01 2.99761e-01 4.27380e-02 5.35113e+01 2.69796e+02 2.70000e+02 1.77990e+00
2.89000e+03 2.21316e+01 5.62757e+01 2.99874e-01 4.27362e-02 5.35108e+01 2.69795e+02 2.70000e+02 1.77805e+00
2.88000e+03 2.21323e+01 5.62750e+01 2.99989e-01 4.27344e-02 5.35104e+01 2.69795e+02 2.70000e+02 1.77618e+00
2.87000e+03 2.21330e+01 5.62742e+01 3.00107e-01 4.27327e-02 5.35100e+01 2.69794e+02 2.70000e+02 1.77429e+00
2.86000e+03 2.21336e+01 5.62734e+01 3.00226e-01 4.27308e-02 5.35095e+01 2.69793e+02 2.70000e+02 1.77237e+00
2.85000e+03 2.21343e+01 5.62726e+01 3.00347e-01 4.27290e-02 5.35091e+01 2.69793e+02 2.70000e+02 1.77043e+00
2.84000e+03 2.21350e+01 5.62718e+01 3.00471e-01 4.27272e-02 5.35087e+01 2.69792e+02 2.70000e+02 1.76846e+00
2.83000e+03 2.21357e+01 5.62710e+01 3.00597e-01 4.27253e-02 5.35082e+01 2.69791e+02 2.70000e+02 1.76647e+00
2.82000e+03 2.21364e+01 5.62702e+01 3.00725e-01 4.27234e-02 5.35078e+01 2.69790e+02 2.70000e+02 1.76445e+00
2.81000e+03 2.21371e+01 5.62693e+01 3.00855e-01 4.27216e-02 5.35074e+01 2.69790e+02 2.70000e+02 1.76241e+00
2.80000e+03 2.21378e+01 5.62685e+01 3.00987e-01 4.27196e-02 5.35069e+01 2.69789e+02 2.70000e+02 1.76034e+00
2.79000e+03 2.21385e+01 5.62677e+01 3.01122e-01 4.27177e-02 5.35065e+01 2.69788e+02 2.70000e+02 1.75824e+00
2.78000e+03 2.21392e+01 5.62668e+01 3.01259e-01 4.27158e-02 5.35060e+01 2.69787e+02 2.70000e+02 1.75611e+00
2.77000e+03 2.21399e+01 5.62660e+01 3.01399e-01 4.27138e-02 5.35056e+01 2.69787e+02 2.70000e+02 1.75396e+00
2.76000e+03 2.21406e+01 5.62651e+01 3.01541e-01 4.27119e-02 5.35052e+01 2.69786e+02 2.70000e+02 1.75178e+00
2.75000e+03 2.21413e+01 5.62643e+01 3.01685e-01 4.27099e-02 5.35047e+01 2.69785e+02 2.70000e+02 1.74957e+00
2.74000e+03 2.21421e+01 5.62634e+01 3.01833e-01 4.27079e-02 5.35043e+01 2.69784e+02 2.70000e+02 1.74733e+00
2.73000e+03 2.21428e+01 5.62625e+01 3.01983e-01 4.27058e-02 5.35039e+01 2.69783e+02 2.70000e+02 1.74506e+00
2.72000e+03 2.21435e+01 5.62616e+01 3.02135e-01 4.27038e-02 5.35034e+01 2.69783e+02 2.70000e+02 1.74276e+00
2.71000e+03 2.21443e+01 5.62607e+01 3.02291e-01 4.27017e-02 5.35030e+01 2.69782e+02 2.70000e+02 1.74043e+00
2.70000e+03 2.21450e+01 5.62598e+01 3.02449e-01 4.26996e-02 5.35026e+01 2.69781e+02 2.70000e+02 1.73806e+00
2.69000e+03 2.21458e+01 5.62589e+01 3.02610e-01 4.26975e-02 5.35021e+01 2.69780e+02 2.70000e+02 1.73567e+00
2.68000e+03 2.21466e+01 5.62580e+01 3.02774e-01 4.26954e-02 5.35017e+01 2.69779e+02 2.70000e+02 1.73324e+00
2.67000e+03 2.21473e+01 5.62570e+01 3.02941e-01 4.26933e-02 5.35013e+01 2.69779e+02 2.70000e+02 1.73078e+00
2.66000e+03 2.21481e+01 5.62561e+01 3.03112e-01 4.26911e-02 5.35008e+01 2.69778e+02 2.70000e+02 1.72828e+00
2.65000e+03 2.21489e+01 5.62552e+01 3.03285e-01 4.26889e-02 5.35004e+01 2.69777e+02 2.70000e+02 1.72575e+00
2.64000e+03 2.21496e+01 5.62542e+01 3.03462e-01 4.26867e-02 5.35000e+01 2.69776e+02 2.70000e+02 1.72318e+00
2.63000e+03 2.21504e+01 5.62532e+01 3.03642e-01 4.26845e-02 5.34995e+01 2.69775e+02 2.70000e+02 1.72058e+00
2.62000e+03 2.21512e+01 5.62523e+01 3.03825e-01 4.26823e-02 5.34991e+01 2.69774e+02 2.70000e+02 1.71794e+00
2.61000e+03 2.21520e+01 5.62513e+01 3.04012e-01 4.26800e-02 5.34987e+01 2.69773e+02 2.70000e+02 1.71526e+00
